model;n_runs;best_cv_score_mean;best_cv_score_std;accuracy_mean;accuracy_std;precision_bug_mean;precision_bug_std;recall_bug_mean;recall_bug_std;f1_bug_mean;f1_bug_std;precision_clean_mean;precision_clean_std;recall_clean_mean;recall_clean_std;f1_clean_mean;f1_clean_std;f1_macro_mean;f1_macro_std;gmean_recall_mean;gmean_recall_std;roc_auc_mean;roc_auc_std
LogisticRegression;30;0.6942184970183015;0.005990737444213934;0.6942666666666668;0.009372005268810971;0.6922355721888374;0.009297640488774066;0.699688888888889;0.01686069435250313;0.6958482774431242;0.010761680186988724;0.6965612791835323;0.011635943448753159;0.6888444444444445;0.013238667772603054;0.6925841633853832;0.009239244131113983;0.6942162204142533;0.009355982228743143;0.6941471693098521;0.009333534801244018;0.7695058370370371;0.010262557205601359
RandomForest;30;0.8368273261190377;0.0044113636649315184;0.8381111111111111;0.009933238190292383;0.8149740814269172;0.013204832267648691;0.8752;0.012758169195697848;0.8439147672868711;0.00916094944654525;0.8653428578594209;0.011619734785040447;0.8010222222222222;0.017729109628652432;0.8318113043824866;0.011177101107141386;0.8378630358346787;0.010000876559901277;0.8372068910633473;0.01014224882526887;0.9132479407407407;0.006477129263077902
